sentence,label,confidence,publication_date,url,title,source
"Through regular feedback and evaluations, the coaches are able to track the students’ growth and identify areas that need more attention.",land_row_dispute,0.5,2024-08-23,https://observer.ug/education/german-class-project-turns-into-dream-for-ugandan-students/,German class project turns into dream for Ugandan students,The Observer
Talk about the printed materials… The ministry insists its copies are free of charge while parents claim they have to buy New Vision in order to access study materials The ministry didn’t go to New Vision as a newspaper but contracted Vision Group for printing services.,land_row_dispute,0.5,2020-06-24,https://observer.ug/news/why-a-school-dead-year-is-disastrous-alex-kakooza/,Why a school dead year is disastrous – Alex Kakooza,The Observer
This issue has been discussed by cabinet and I am yet to get a cabinet extract guiding on its implementation.,land_row_dispute,0.5,2020-06-24,https://observer.ug/news/why-a-school-dead-year-is-disastrous-alex-kakooza/,Why a school dead year is disastrous – Alex Kakooza,The Observer
Jinja road was one of the most affected routes since some sections like Lugogo bypass were also flooded and impassable especially for the smaller cars.,land_row_dispute,0.5,2022-02-25,https://observer.ug/news/rains-flood-kampala-cut-off-city-roads/,"Rains flood Kampala, cut off city roads",The Observer
"Expansion works at Entebbe International airport are going on smoothly, with a lot of excavation works being undertaken.",land_row_dispute,0.5,2017-04-17,https://observer.ug/business/entebbe-airport-expansion-drive-progresses/,Entebbe airport expansion drive progresses,The Observer
"According to the airport expansion master plan, CAA wants to expand the cargo center to a capacity of 100,000 tonnes, up from the current 55,000, better units for the aviation police, expansion of the main terminal building, a larger car park and luggage-handling systems.",land_row_dispute,0.5,2017-04-17,https://observer.ug/business/entebbe-airport-expansion-drive-progresses/,Entebbe airport expansion drive progresses,The Observer
"“The government of South Korea extended a grant of $9.5 million for the improvement of air navigation services and automation of Entebbe International airport,” Kakuba told directors during the tour.",land_row_dispute,0.5,2017-04-17,https://observer.ug/business/entebbe-airport-expansion-drive-progresses/,Entebbe airport expansion drive progresses,The Observer
The existing passenger terminal opened in 1974 to accommodate 250 people arriving and 250 departing passengers.,land_row_dispute,0.5,2017-04-17,https://observer.ug/business/entebbe-airport-expansion-drive-progresses/,Entebbe airport expansion drive progresses,The Observer
It was improved to the current capacity of 410 people arriving and 360 departing during the Commonwealth Heads of Government Meeting in 2007.,land_row_dispute,0.5,2017-04-17,https://observer.ug/business/entebbe-airport-expansion-drive-progresses/,Entebbe airport expansion drive progresses,The Observer
"Passenger traffic at Entebbe has grown gradually to 1.3 million last year, from about one million in 2010. alfredocho@gmail.com",land_row_dispute,0.5,2017-04-17,https://observer.ug/business/entebbe-airport-expansion-drive-progresses/,Entebbe airport expansion drive progresses,The Observer
"It may seem little, indeed, but the Fund experienced budget cuts this quarter but we are optimistic that there will be recovery in subsequent quarters and full budget restoration will be achieved.",land_row_dispute,0.5,2021-08-24,https://observer.ug/news/new-home-to-stabilize-road-fund-says-dr-naimanye/,"New home to stabilize road fund, says Dr Naimanye",The Observer
"UTSEP PROJECT ENDING The Education ministry embarked on the UTSEP programme on March 24, 2015.",land_row_dispute,0.5,2019-10-22,https://observer.ug/education/wb-concerned-over-delayed-special-needs-education-policy/,WB concerned over delayed special needs education policy,The Observer
"Statistics from the project indicate that over 17,000 teachers from 2,727 schools in 29 lowest-performing districts have been trained on effecting teaching.",land_row_dispute,0.5,2019-10-22,https://observer.ug/education/wb-concerned-over-delayed-special-needs-education-policy/,WB concerned over delayed special needs education policy,The Observer
"Starting this week, ministry and local government officials and will undertake field verification visits in the various project sites across the country. nangonzi@observer.ug",land_row_dispute,0.5,2019-10-22,https://observer.ug/education/wb-concerned-over-delayed-special-needs-education-policy/,WB concerned over delayed special needs education policy,The Observer
"“We had already acquired the high-tech plant machinery meant for the new aluminum utensils washing line, a mineral water plant, and a plastics recycling facility.” BACKGROUND The dispute dates back to 1987 when KCC awarded different leases to both Semakula and Mukesh, under his subsidiary company Middle North Agencies Ltd.",land_row_dispute,0.5,2017-09-29,https://observer.ug/business/shumuk-general-parts-land-row-stalls-multi-billion-ventures/,"Shumuk, General Parts land row stalls multi-billion ventures",The Observer
"As more and more people move to Kampala and other cities in Uganda, resources, infrastructure and services are stretched beyond capacity.",land_row_dispute,0.5,2017-08-16,https://observer.ug/lifestyle-entertainment/software-engineers-win-250-for-developing-phone-app-to-promote-sanitation/,Software engineers win $250 for developing phone app to promote sanitation,The Observer
"That makes it a vital part of the infrastructure of tomorrow, and the 5G standard is expected to bring about $565 billion in global economic benefits by 2034, according to the London-based Global System for Mobile Communications, an industry alliance. ‘1 million devices’ But the implications of the new technology have pitted Washington against Beijing in an increasingly bitter standoff.",land_row_dispute,0.5,2019-04-04,https://observer.ug/business/s-korea-to-launch-world-s-first-national-5g-networks/,S.Korea to launch world’s first national 5G networks,The Observer
"Gen Katumba Wamala, the minister of state for Works, revealed that government has already procured road maintenance equipment which, if properly used, would help maintain all roads in local governments and possibly improve satisfaction ratings of road users.",land_row_dispute,0.5,2017-07-19,https://observer.ug/news/uganda-road-fund-calls-for-more-funding/,Uganda Road Fund calls for more funding,The Observer
"Last month, President Museveni commissioned 1,000 Komatsu units bought from Japan to facilitate road maintenance in local governments.",land_row_dispute,0.5,2017-07-19,https://observer.ug/news/uganda-road-fund-calls-for-more-funding/,Uganda Road Fund calls for more funding,The Observer
"Richard Nelson, the USAID Uganda mission director, noted that he had been to many Power Africa sites but had never been to a generation site like this one.",land_row_dispute,0.5,2020-08-19,https://observer.ug/business/how-use-of-renewable-energy-is-transforming-farming-in-nwoya/,How use of renewable energy is transforming farming in Nwoya,The Observer
"“Something good is coming from this project because in the past, us Acholi used to see waste as something of no use but now, we are getting benefits from the wastes and we are so happy for having got this opportunity,” he said.",land_row_dispute,0.5,2020-08-19,https://observer.ug/business/how-use-of-renewable-energy-is-transforming-farming-in-nwoya/,How use of renewable energy is transforming farming in Nwoya,The Observer
"This ensures an ongoing win-win collaboration, benefitting refugee and host livelihoods alike, as well as the environment, by reducing the need to cut trees for cooking fuel purposes.” MASS EXPANSION Nyeko also revealed that the project will be expanding to 16 other locations across northern and western Uganda.",land_row_dispute,0.5,2020-08-19,https://observer.ug/business/how-use-of-renewable-energy-is-transforming-farming-in-nwoya/,How use of renewable energy is transforming farming in Nwoya,The Observer
"“The Gulu project alone will be expanded to 20 megawatts and half a megawatt to each across 16 locations covering northern and western Uganda,” he said.",land_row_dispute,0.5,2020-08-19,https://observer.ug/business/how-use-of-renewable-energy-is-transforming-farming-in-nwoya/,How use of renewable energy is transforming farming in Nwoya,The Observer
"Earlier in March this year, speaker of parliament Rebecca Kadaga tasked the attorney general to communicate to the House on the risks and gains government would incur if the SGS contract were to be cancelled.",land_row_dispute,0.5,2018-05-03,https://observer.ug/news/ag-gives-green-light-to-sgs-vehicle-inspection-contract/,AG gives green light to SGS vehicle inspection contract,The Observer
"However, deputy attorney general Mwesigwa Rukutana told parliament on Wednesday that there was nothing in the agreement that was in breach of the laws of Uganda.",land_row_dispute,0.5,2018-05-03,https://observer.ug/news/ag-gives-green-light-to-sgs-vehicle-inspection-contract/,AG gives green light to SGS vehicle inspection contract,The Observer
Government officials argue that this is necessary to avoid unnecessary delays of government projects by landowners who dispute government valuation.,land_row_dispute,0.5,2017-08-02,https://observer.ug/news/nakibinge-muslims-will-fight-land-amendment/,Nakibinge: Muslims will fight land amendment,The Observer
"Katikkiro Charles Peter Mayiga told Prime Minister Dr Ruhakana Rugunda who represented President Museveni, that instead of amending the law, government should instead create special courts to handle compensation disputes.",land_row_dispute,0.5,2017-08-02,https://observer.ug/news/nakibinge-muslims-will-fight-land-amendment/,Nakibinge: Muslims will fight land amendment,The Observer
"Although the Kainerugaba crusade popularly dubbed the Muhoozi project might be as old as a decade ago, its recent vigorous promotion is a product of Museveni’s critical analysis of the post-Mugabe transition.",land_row_dispute,0.5,2022-05-10,https://observer.ug/viewpoint/how-we-arrived-at-the-muhoozi-project/,How we arrived at the Muhoozi Project,The Observer
His bush war comrades have overtime thrust him under intense pressure to leave power in vain.,land_row_dispute,0.5,2022-05-10,https://observer.ug/viewpoint/how-we-arrived-at-the-muhoozi-project/,How we arrived at the Muhoozi Project,The Observer
"Despite his insistence that he still has stamina, Museveni’s refusal to leave power has mostly been for the fear of the unknown.",land_row_dispute,0.5,2022-05-10,https://observer.ug/viewpoint/how-we-arrived-at-the-muhoozi-project/,How we arrived at the Muhoozi Project,The Observer
Zimbabwe’s Robert Mugabe always faced the same fear.,land_row_dispute,0.5,2022-05-10,https://observer.ug/viewpoint/how-we-arrived-at-the-muhoozi-project/,How we arrived at the Muhoozi Project,The Observer
"To navigate the fear for the unknown, Mugabe felt that a friendly transition would be one that introduces the wife as president.",land_row_dispute,0.5,2022-05-10,https://observer.ug/viewpoint/how-we-arrived-at-the-muhoozi-project/,How we arrived at the Muhoozi Project,The Observer
"Despite being forced to resign as president, Mugabe’s successors were mostly his comrades.",land_row_dispute,0.5,2022-05-10,https://observer.ug/viewpoint/how-we-arrived-at-the-muhoozi-project/,How we arrived at the Muhoozi Project,The Observer
Would Mugabe’s comrades be kind to him?,land_row_dispute,0.5,2022-05-10,https://observer.ug/viewpoint/how-we-arrived-at-the-muhoozi-project/,How we arrived at the Muhoozi Project,The Observer
Mugabe’s hope for a more compassionate transition was frustrated and his comrades betrayed him to death.,land_row_dispute,0.5,2022-05-10,https://observer.ug/viewpoint/how-we-arrived-at-the-muhoozi-project/,How we arrived at the Muhoozi Project,The Observer
What has Museveni learnt from the post-Mugabe transition in Zimbabwe?,land_row_dispute,0.5,2022-05-10,https://observer.ug/viewpoint/how-we-arrived-at-the-muhoozi-project/,How we arrived at the Muhoozi Project,The Observer
Museveni’s lesson must have come from sustained philosophical questions to himself; can my son betray me when I am out of power?,land_row_dispute,0.5,2022-05-10,https://observer.ug/viewpoint/how-we-arrived-at-the-muhoozi-project/,How we arrived at the Muhoozi Project,The Observer
His conclusive answer has been a big No!,land_row_dispute,0.5,2022-05-10,https://observer.ug/viewpoint/how-we-arrived-at-the-muhoozi-project/,How we arrived at the Muhoozi Project,The Observer
Museveni’s answer was the same conclusion Mugabe arrived at over his wife as a successor.,land_row_dispute,0.5,2022-05-10,https://observer.ug/viewpoint/how-we-arrived-at-the-muhoozi-project/,How we arrived at the Muhoozi Project,The Observer
Museveni has continued to wonder.,land_row_dispute,0.5,2022-05-10,https://observer.ug/viewpoint/how-we-arrived-at-the-muhoozi-project/,How we arrived at the Muhoozi Project,The Observer
It is not only Museveni’s self-reassuring choice of a successor but also critical inquiry into his successor’s popularity that has given us the unprecedented MK@48 birthday celebrations.,land_row_dispute,0.5,2022-05-10,https://observer.ug/viewpoint/how-we-arrived-at-the-muhoozi-project/,How we arrived at the Muhoozi Project,The Observer
Muhoozi’s ability to successfully invite President Paul Kagame of Rwanda to a mere birthday dinner must have now created an enduring impression on the father.,land_row_dispute,0.5,2022-05-10,https://observer.ug/viewpoint/how-we-arrived-at-the-muhoozi-project/,How we arrived at the Muhoozi Project,The Observer
The massive countrywide birthday celebrations are an icing to the cake.,land_row_dispute,0.5,2022-05-10,https://observer.ug/viewpoint/how-we-arrived-at-the-muhoozi-project/,How we arrived at the Muhoozi Project,The Observer
The MK@48 birthday celebrations have thus rapidly turned into a manifesto launch.,land_row_dispute,0.5,2022-05-10,https://observer.ug/viewpoint/how-we-arrived-at-the-muhoozi-project/,How we arrived at the Muhoozi Project,The Observer
The struggle has been hijacked!,land_row_dispute,0.5,2022-05-10,https://observer.ug/viewpoint/how-we-arrived-at-the-muhoozi-project/,How we arrived at the Muhoozi Project,The Observer
"The bitter lesson we learn from the Muhoozi Project is that in contexts where the outgoing state president has a conflicted legacy, we as society must give him assurances of safety once out of power.",land_row_dispute,0.5,2022-05-10,https://observer.ug/viewpoint/how-we-arrived-at-the-muhoozi-project/,How we arrived at the Muhoozi Project,The Observer
"Unless we are ready for a conversation on the guarantee of Museveni’s courteous survival after he has left power, we might well have to prepare for Muhoozi’s presidency. mwinekyarimpa@gmail.com The author is a PhD Fellow at Makerere Institute of Social Research (MISR). inarticle} inarticle}",land_row_dispute,0.5,2022-05-10,https://observer.ug/viewpoint/how-we-arrived-at-the-muhoozi-project/,How we arrived at the Muhoozi Project,The Observer
"I would say development has already been seen through the construction of infrastructures, which are being constructed from the Albertine region where the oil is being extracted.",land_row_dispute,0.5,2019-08-27,https://observer.ug/viewpoint/your-mail-wealth-creation-is-good-but-corruption-is-crumbling-nrm/,"Your mail: Wealth creation is good, but corruption is crumbling NRM",The Observer
"These include the airport, the pipeline and the hospital which have provided employment opportunities.",land_row_dispute,0.5,2019-08-27,https://observer.ug/viewpoint/your-mail-wealth-creation-is-good-but-corruption-is-crumbling-nrm/,"Your mail: Wealth creation is good, but corruption is crumbling NRM",The Observer
"The adjacent forest, once untouched, had now become a secondary dumping ground, filled with sorted plastics abandoned by collectors.",land_row_dispute,0.5,2025-03-12,https://observer.ug/news/buyala-landfill-another-toxic-time-bomb-waiting-to-blow-up/,Buyala landfill: Another toxic time bomb waiting to blow up,The Observer
"The vehicles roll in from 5 am to midnight, with some arriving past mid night, waiting in line until morning for registration by the site manager.",land_row_dispute,0.5,2025-03-12,https://observer.ug/news/buyala-landfill-another-toxic-time-bomb-waiting-to-blow-up/,Buyala landfill: Another toxic time bomb waiting to blow up,The Observer
"For three hours, we saw trucks entering the site.",land_row_dispute,0.5,2025-03-12,https://observer.ug/news/buyala-landfill-another-toxic-time-bomb-waiting-to-blow-up/,Buyala landfill: Another toxic time bomb waiting to blow up,The Observer
“There are many factories around Nakawa.,land_row_dispute,0.5,2020-02-26,https://observer.ug/business/nakawa-to-get-new-shs-6bn-umeme-substation/,Nakawa to get new Shs 6bn Umeme substation,The Observer
Those areas are currently fed by feeders from Lugogo substation.,land_row_dispute,0.5,2020-02-26,https://observer.ug/business/nakawa-to-get-new-shs-6bn-umeme-substation/,Nakawa to get new Shs 6bn Umeme substation,The Observer
"We are going to separate the loads; some loads will remain on the Lugogo substation, while some will be fed by the new substation,” Okochi said.",land_row_dispute,0.5,2020-02-26,https://observer.ug/business/nakawa-to-get-new-shs-6bn-umeme-substation/,Nakawa to get new Shs 6bn Umeme substation,The Observer
"Umeme awarded the Nakawa substation contract to International Energy Technik Uganda Limited (IET), which, according to information on its website, designs and implements cutting-edge substation solutions.",land_row_dispute,0.5,2020-02-26,https://observer.ug/business/nakawa-to-get-new-shs-6bn-umeme-substation/,Nakawa to get new Shs 6bn Umeme substation,The Observer
The utility projects the substation will be ready by November this year and will address concerns about growth in demand in the area.,land_row_dispute,0.5,2020-02-26,https://observer.ug/business/nakawa-to-get-new-shs-6bn-umeme-substation/,Nakawa to get new Shs 6bn Umeme substation,The Observer
"Aside from putting up new substations, the power distributor is upgrading the equipment in other areas.",land_row_dispute,0.5,2020-02-26,https://observer.ug/business/nakawa-to-get-new-shs-6bn-umeme-substation/,Nakawa to get new Shs 6bn Umeme substation,The Observer
"For instance, Ntinda substation is lined for a Shs 7 billion upgrade through which Umeme will replace the current 25-year-old switchgear with a new switchgear.",land_row_dispute,0.5,2020-02-26,https://observer.ug/business/nakawa-to-get-new-shs-6bn-umeme-substation/,Nakawa to get new Shs 6bn Umeme substation,The Observer
"Once well-matched, should one develop a fault and cannot supply power, the second will seamlessly route some of its power to the areas that were picking from the other.",land_row_dispute,0.5,2020-02-26,https://observer.ug/business/nakawa-to-get-new-shs-6bn-umeme-substation/,Nakawa to get new Shs 6bn Umeme substation,The Observer
"Ntinda substation serves 30,000 customers spread across Kisaasi, Kyambogo, Bukoto, Ntinda, Najjera and Kiwatule.",land_row_dispute,0.5,2020-02-26,https://observer.ug/business/nakawa-to-get-new-shs-6bn-umeme-substation/,Nakawa to get new Shs 6bn Umeme substation,The Observer
"With better planning, Tororo should be big enough for both the fertiliser plant and the national livestock research institute.",land_row_dispute,0.5,2017-01-04,https://observer.ug/viewpoint/editorial-new-projects-don-t-have-to-displace-existing-ones/,Editorial: New projects don’t have to displace existing ones,The Observer
Champions KCCA FC handed Arua-based Ondurapaka their heaviest punishment in the Uganda Premier League (UPL) on Saturday with a 7-0 drubbing at the Phillip Omondi stadium.,land_row_dispute,0.5,2017-02-27,https://observer.ug/sports/kcca-hit-ondu-for-dead-vipers-host-hippos-in-league/,"KCCA hit Ondu for dead, Vipers host Hippos in league",The Observer
Last Friday’s goalless draw between Express FC and Vipers SC was one of the most dull UPL games witnessed at Wankulukuku stadium this season.,land_row_dispute,0.5,2017-02-27,https://observer.ug/sports/kcca-hit-ondu-for-dead-vipers-host-hippos-in-league/,"KCCA hit Ondu for dead, Vipers host Hippos in league",The Observer
"Apart from the fight over stadium branding between Azam TV, the official broadcasters of the league, and DStv, the official sponsors of Express, the entire game was bereft of any significant action.",land_row_dispute,0.5,2017-02-27,https://observer.ug/sports/kcca-hit-ondu-for-dead-vipers-host-hippos-in-league/,"KCCA hit Ondu for dead, Vipers host Hippos in league",The Observer
"The 2020 Championship which begun with written tests will be followed by intra-school and regional business planning conducted via e-mail, home-based business implementation and a grand finale comprising business presentations and pitching.",land_row_dispute,0.5,2020-06-17,https://observer.ug/education/stanbic-develops-digital-option-for-schools-contest/,Stanbic develops digital option for Schools contest,The Observer
The memo sent by Zimbabwe’s ministry of Foreign Affairs to embassies in Harare and seen by Reuters said the funeral would be in the National Sports Stadium but did not specify where the burial would be.,land_row_dispute,0.5,2019-09-10,https://observer.ug/news/zimbabwe-s-mugabe-to-lie-in-state-at-two-different-stadiums/,Zimbabwe’s Mugabe to lie in state at two different stadiums,The Observer
It said heads of state would be expected to leave the stadium immediately after the funeral ceremony because officials would be busy with preparations for the burial.,land_row_dispute,0.5,2019-09-10,https://observer.ug/news/zimbabwe-s-mugabe-to-lie-in-state-at-two-different-stadiums/,Zimbabwe’s Mugabe to lie in state at two different stadiums,The Observer
"The Sunday Mail said Mugabe’s body was expected back from Singapore on Wednesday afternoon and that Mnangagwa, members of Mugabe’s family and traditional chiefs from Mugabe’s Zvimba district would receive the body at Harare’s Robert Gabriel Mugabe International Airport.",land_row_dispute,0.5,2019-09-10,https://observer.ug/news/zimbabwe-s-mugabe-to-lie-in-state-at-two-different-stadiums/,Zimbabwe’s Mugabe to lie in state at two different stadiums,The Observer
"While appearing before the plenary on November 28, prime minister Robinah Nabbanja said government was unable to make timely payments to Inyatsi due to restrictions imposed by court orders issued by Lady Justice Magala on August 30, 2024.",land_row_dispute,0.5,2024-12-04,https://observer.ug/news/stalled-world-bank-project-puts-contractor-on-the-spot/,Stalled World Bank project puts contractor on the spot,The Observer
"According to court documents, Plinth Consultancy Services Ltd, which had been subcontracted by Inyatsi in April, 2023, got interim measures of protection from court.",land_row_dispute,0.5,2024-12-04,https://observer.ug/news/stalled-world-bank-project-puts-contractor-on-the-spot/,Stalled World Bank project puts contractor on the spot,The Observer
"However, Inyatsi rejected this.",land_row_dispute,0.5,2024-12-04,https://observer.ug/news/stalled-world-bank-project-puts-contractor-on-the-spot/,Stalled World Bank project puts contractor on the spot,The Observer
"Meanwhile, our call to all known numbers of Inyatsi officials went unanswered.",land_row_dispute,0.5,2024-12-04,https://observer.ug/news/stalled-world-bank-project-puts-contractor-on-the-spot/,Stalled World Bank project puts contractor on the spot,The Observer
"It accuses the principal judge Flavian Zeija of acting on the letter of the solicitor general to allocate the file to another judge, Patience Rubagumya, who eventually overturned the earlier ruling of Magala. inarticle} inarticle}",land_row_dispute,0.5,2024-12-04,https://observer.ug/news/stalled-world-bank-project-puts-contractor-on-the-spot/,Stalled World Bank project puts contractor on the spot,The Observer
"In 2012, President Museveni launched the business, technical and vocational education and training (Btvet) strategic plan 2012-2022 aimed at creating employable skills and competencies relevant to the labour market rather than educational certificates as was before.",land_row_dispute,0.5,2017-10-30,https://observer.ug/education/new-council-to-bridge-skills-gap-says-govt/,"New council to bridge skills gap, says govt",The Observer
The Btvet plan recommended the establishment of an autonomous integrated organisation in form of a TVET council but the project had stalled.,land_row_dispute,0.5,2017-10-30,https://observer.ug/education/new-council-to-bridge-skills-gap-says-govt/,"New council to bridge skills gap, says govt",The Observer
“It is important that employers [both in public and private] determine the kind of skills required to build a competent workforce for the world of work.,land_row_dispute,0.5,2017-10-30,https://observer.ug/education/new-council-to-bridge-skills-gap-says-govt/,"New council to bridge skills gap, says govt",The Observer
"Her views were backed by the Belgian ambassador, Hugo Verbist, also chair of the Education Development Partners Group (EDP).",land_row_dispute,0.5,2017-10-30,https://observer.ug/education/new-council-to-bridge-skills-gap-says-govt/,"New council to bridge skills gap, says govt",The Observer
"“Moreover, creating higher employment levels will be crucial to absorb the existing workforce and battle impoverishment.",land_row_dispute,0.5,2017-10-30,https://observer.ug/education/new-council-to-bridge-skills-gap-says-govt/,"New council to bridge skills gap, says govt",The Observer
"TVET COUNCIL To kick-start the TVET council, government needs at least Shs 4bn to cover annual running costs and another Shs 2 trillion to fund formal and informal skills development in the country over the next nine years.",land_row_dispute,0.5,2017-10-30,https://observer.ug/education/new-council-to-bridge-skills-gap-says-govt/,"New council to bridge skills gap, says govt",The Observer
"According to the ministry of education permanent secretary, Alex Kakooza, the council will be made up of no more than 13 members including officials from ministries of Education, Gender and Finance, workers organisations, major employers of various sectors and the Private Sector Foundation Uganda.",land_row_dispute,0.5,2017-10-30,https://observer.ug/education/new-council-to-bridge-skills-gap-says-govt/,"New council to bridge skills gap, says govt",The Observer
Members will also be tasked to align skills development with national economic and social priorities as well as aspirations of learners.,land_row_dispute,0.5,2017-10-30,https://observer.ug/education/new-council-to-bridge-skills-gap-says-govt/,"New council to bridge skills gap, says govt",The Observer
"At school level, the council will give primary and secondary students basic vocational skills to enable them choose which system to follow after national examinations.",land_row_dispute,0.5,2017-10-30,https://observer.ug/education/new-council-to-bridge-skills-gap-says-govt/,"New council to bridge skills gap, says govt",The Observer
“We shall assess competencies attained by learners in certain fields and issue national certificates to candidates along with their Uneb pass slips.,land_row_dispute,0.5,2017-10-30,https://observer.ug/education/new-council-to-bridge-skills-gap-says-govt/,"New council to bridge skills gap, says govt",The Observer
"We have the inspection team of our project and work together with the ministry of Gender, Labour and Social Development, which protects workers, to inquire and take action.",land_row_dispute,0.5,2018-07-20,https://observer.ug/news/kagina-all-contracts-below-shs-45bn-reserved-for-locals/,Kagina: All contracts below Shs 45bn reserved for locals,The Observer
How does the problem of delayed land compensation affect your work?,land_row_dispute,0.5,2018-07-20,https://observer.ug/news/kagina-all-contracts-below-shs-45bn-reserved-for-locals/,Kagina: All contracts below Shs 45bn reserved for locals,The Observer
Why is it that [someone] is paid higher in compensation than the other?,land_row_dispute,0.5,2018-07-20,https://observer.ug/news/kagina-all-contracts-below-shs-45bn-reserved-for-locals/,Kagina: All contracts below Shs 45bn reserved for locals,The Observer
"The guest of honour, Peter Lokeris, state minister for Mineral Development appreciated SNV and the ABC consortium for supporting the government’s biomass strategy to promote modern technologies for cooking. ‘The project will also reinforce the government’s initiatives in achieving its National Development Plan (NDP) III targets to increasing access to clean cooking and reducing the demand for firewood and charcoal, while creating employment for Ugandans,’ he said.",land_row_dispute,0.5,2022-06-18,https://observer.ug/business/snv-pumps-shs-5bn-into-constructing-8-000-biodigesters-across-uganda/,"SNV pumps Shs 14.5bn into constructing 8,000 biodigesters across Uganda",The Observer
"SNV, as lead implementer takes responsibility for overall project management and stakeholder coordination and in cooperation with BSUL, for the further strengthening of demand and supply of the sector. inarticle} inarticle}",land_row_dispute,0.5,2022-06-18,https://observer.ug/business/snv-pumps-shs-5bn-into-constructing-8-000-biodigesters-across-uganda/,"SNV pumps Shs 14.5bn into constructing 8,000 biodigesters across Uganda",The Observer
"The fact of the matter is there was only an internal inquiry within Uganda Civil Aviation Authority (UCAA) as one head of department sought clarity, which was satisfactorily given in writing.",land_row_dispute,0.5,2023-03-08,https://observer.ug/viewpoint/no-loss-of-taxpayers-money-in-entebbe-airport-expansion-works/,No loss of taxpayers’ money in Entebbe airport expansion works,The Observer
And yet the agreement provides for income to UCAA as soon as the system becomes operational.,land_row_dispute,0.5,2023-03-08,https://observer.ug/viewpoint/no-loss-of-taxpayers-money-in-entebbe-airport-expansion-works/,No loss of taxpayers’ money in Entebbe airport expansion works,The Observer
"The scoping for the design of the facilities for the upgrade of Entebbe International Airport was done in 2014, way before Tristar came on board.",land_row_dispute,0.5,2023-03-08,https://observer.ug/viewpoint/no-loss-of-taxpayers-money-in-entebbe-airport-expansion-works/,No loss of taxpayers’ money in Entebbe airport expansion works,The Observer
"In relation to the scope of works for the fuel hydrant system, CCCC was to construct a hydrant of 700 square meters, starting from the existing Apron 1 line to connect to the expanded Apron 1 area of six parking bays.",land_row_dispute,0.5,2023-03-08,https://observer.ug/viewpoint/no-loss-of-taxpayers-money-in-entebbe-airport-expansion-works/,No loss of taxpayers’ money in Entebbe airport expansion works,The Observer
It is worth noting that single lines complicate maintenance works.,land_row_dispute,0.5,2023-03-08,https://observer.ug/viewpoint/no-loss-of-taxpayers-money-in-entebbe-airport-expansion-works/,No loss of taxpayers’ money in Entebbe airport expansion works,The Observer
"The system is fully automated and equipped with smart features enabling the monitoring of fuel supply at the screen of a computer monitor, which enhances safety.",land_row_dispute,0.5,2023-03-08,https://observer.ug/viewpoint/no-loss-of-taxpayers-money-in-entebbe-airport-expansion-works/,No loss of taxpayers’ money in Entebbe airport expansion works,The Observer
The location of the new fuel farm is also suitably far from operational areas of the airport as opposed to the old fuel farm.,land_row_dispute,0.5,2023-03-08,https://observer.ug/viewpoint/no-loss-of-taxpayers-money-in-entebbe-airport-expansion-works/,No loss of taxpayers’ money in Entebbe airport expansion works,The Observer
The new location ably takes care of safety and security risks associated with the dangers of having hazardous material like fuel next to operational areas.,land_row_dispute,0.5,2023-03-08,https://observer.ug/viewpoint/no-loss-of-taxpayers-money-in-entebbe-airport-expansion-works/,No loss of taxpayers’ money in Entebbe airport expansion works,The Observer
"Tristar undertaking the works came with various advantages to UCAA and the airport, the major one being that modern facilities were to be provided without spending on the investment yet revenue was guaranteed from the first day of commencement of operations.",land_row_dispute,0.5,2023-03-08,https://observer.ug/viewpoint/no-loss-of-taxpayers-money-in-entebbe-airport-expansion-works/,No loss of taxpayers’ money in Entebbe airport expansion works,The Observer
"The changes mainly addressed new challenges of global aviation security and two critical factors, namely; freight integrators and transit cargo.",land_row_dispute,0.5,2023-03-08,https://observer.ug/viewpoint/no-loss-of-taxpayers-money-in-entebbe-airport-expansion-works/,No loss of taxpayers’ money in Entebbe airport expansion works,The Observer
The requirements further necessitated a change in design layout to provide more space for screening and to ensure departing cargo is stored in compartments or caged under lock and key.,land_row_dispute,0.5,2023-03-08,https://observer.ug/viewpoint/no-loss-of-taxpayers-money-in-entebbe-airport-expansion-works/,No loss of taxpayers’ money in Entebbe airport expansion works,The Observer
All these were required to be implemented before opening the new cargo centre for operations yet they were not part of the previous scope to be undertaken by CCCC.,land_row_dispute,0.5,2023-03-08,https://observer.ug/viewpoint/no-loss-of-taxpayers-money-in-entebbe-airport-expansion-works/,No loss of taxpayers’ money in Entebbe airport expansion works,The Observer
The author is the Manager Public Affairs at Uganda Civil Aviation Authority inarticle} inarticle},land_row_dispute,0.5,2023-03-08,https://observer.ug/viewpoint/no-loss-of-taxpayers-money-in-entebbe-airport-expansion-works/,No loss of taxpayers’ money in Entebbe airport expansion works,The Observer
"While appearing before parliament’s national economy committee to defend the loan proposal on Tuesday, Henry Musasizi, the minister of State for Finance General Duties instead indicated that government had noticed that it could finance the project without borrowing externally.",land_row_dispute,0.5,2021-12-22,https://observer.ug/news/govt-withdraws-shs-386-billion-loan-request-for-oil-roads/,Govt withdraws Shs 386 billion loan request for oil roads,The Observer
"“This will secure the tenancy of the hitherto bibanja holders, which eliminates the possibility of eviction at anytime,” Mayiga said. sadabkk@observer.ug",land_row_dispute,0.5,2017-04-19,https://observer.ug/news/katikkiro-mayiga-distances-buganda-from-land-evictions/,Katikkiro Mayiga distances Buganda from land evictions,The Observer
