sample_id,source,publication_date,title,sentence,coder1_label,coder2_label,adjudicated_label,adjudicator_notes
OBS_GS_009210,The Observer,2023-12-12,Muslim lawyers drag Mufti of Uganda Mubaje to court over corruption,"In their suit, the lawyers say that even these court cases that resulted in the attachment are a coordinated and fraudulent litigation scheme orchestrated by Mubaje, Mugalu, and Kyabahwa to legitimize the fraudulent and illegal transaction supported by the sale agreement.",,,,
OBS_GS_023685,The Observer,2023-02-21,Construction works at Kabaale airport halted over funds,"Now they tell the contractor, lay down the tools, these people will be forced to pay.",,,,
OBS_GS_016123,The Observer,2019-03-20,Lubowa hospital: a chicken and egg myth!,"What kind of planning is this ministry doing, if it cannot harness local talent or even improve on the available medical infrastructure?",,,,
OBS_GS_013841,The Observer,2024-08-13,CSOs withdraw Bugoma forest appeal case over litigation delays,"The CSOs’ case highlighted several breaches, including NEMA’s failure to consult all potentially affected communities and to invite public commentary on the environmental impact statement, as required by Uganda’s Environmental Impact Assessment regulations.",,,,
OBS_GS_017764,The Observer,2017-05-01,Govt allocates paltry funds for Kabaale airport,“We are still negotiating.,,,,
OBS_GS_006891,The Observer,2024-03-21,Shs 1.1bn consultancy bill for UWEC wall shocks MPs,"The consultancy firm, C4D International Limited, is yet to finalize the bill of quantities (BoQs) before a contractor is sourced.",,,,
OBS_GS_020706,The Observer,2023-11-29,Orom graphite project gets $5 million grant,"However, the graphite industry is not without its challenges.",,,,
OBS_GS_024186,The Observer,2022-02-23,Govt on hunt for ghosts in schools,"After uncovering 20 phantom headteachers at Abim in 2012, the Judicial Commission of Inquiry into Mismanagement of the Universal Primary and Secondary Education Programmes, chaired by High court justice Ezekiel Muhanguzi, was enraged.",,,,
OBS_GS_004059,The Observer,2025-03-05,$21m BoU fraud: report reveals shocking details,"This audit was aimed at supporting police investigations into allegations of abuse of office, embezzlement, financial mismanagement, and money laundering.",,,,
OBS_GS_022567,The Observer,2020-01-14,New national policy targets geothermal energy usage,"Electricity, especially hydropower, contributes approximately two per cent, while fossil fuels (oil products) account for 10 per cent of the national energy mix.",,,,
OBS_GS_008139,The Observer,2020-05-26,Cnooc questions investment in oil pipeline,Shunqiang asked for a meeting with Kitutu to resolve some of the issues that would facilitate movement towards FID.,,,,
OBS_GS_000327,The Observer,2024-10-09,"State House unit probes ministers Kasaija, Anite","The allegations claim that Anite siphoned funds through various methods, including cost escalation, overtime claims, and other questionable practices.",,,,
OBS_GS_014289,The Observer,2022-09-19,Oil: European parliament resolution divides Ugandans,"On possible damage to the pipeline and hence oil leaks, PAU explained that a damage detection and prevention mechanism is being designed as part of the project.",,,,
OBS_GS_022384,The Observer,2019-05-29,Lubowa hospital funds reported missing,"Madam speaker, secondly, the committee did not get to interface with the direct implementers of the project – that is Finasi International and Roko Construction.” said Ariko.",,,,
OBS_GS_002839,The Observer,2025-01-27,Lira High court declines to put aside 2013 land dispute ruling,"However, in his ruling, justice Okello argued that dismissing the order which was issued over a decade ago in favour of Anyinge would open an opportunity for more suits.",,,,
OBS_GS_016827,The Observer,2020-10-01,"Entebbe airport reopens, air travelers exempted from curfew","Njuki said now that Entebbe International airport has been reopened, flight passengers will be allowed to move during curfew time.",,,,
OBS_GS_009878,The Observer,2024-09-11,Fenced off and forgotten: 84-year-old woman awaits justice amid Namboole stadium dispute,"Granite Quarries Limited held a 49-year lease on the land, which had been granted on June 6, 1969, and expired in 2018.",,,,
OBS_GS_013465,The Observer,2024-02-08,Uganda maintains 4th position in 2023 Absa Africa Financial Market ranking,"Atingi added that arising out of the implementation of the National Financial Inclusion Strategy 2017-2022, Uganda has experienced increased access to financial services by the wider population through the proliferation of mobile financial services and products.",,,,
OBS_GS_013714,The Observer,2019-04-18,Clerk to parliament denies terminating Obore’s contract,"“The report concludes among others that the recruitment of the director, communication and public affairs was founded on an illegality as it was in contravention of the Parliamentary Service (Staff) Regulations, 2001,” the letter reads in part.",,,,
OBS_GS_020995,The Observer,2019-06-24,Ssekabusolo primary school in toilet crisis,Uganda Baati offered to roof the under construction classrooms while the Rotary Club of Kampala East paid for the construction of the building.,,,,
OBS_GS_003567,The Observer,2022-06-30,MPs turn away Lira hospital officials over lack of accountability documents,"“The overpayment of pension and gratuity leads to overstatement of pension expenditure and understatement of receivables,” says Muwanga.",,,,
OBS_GS_013948,The Observer,2021-08-09,"Shs 70bn lunch allowance: 1,039 ghost workers unearthed on nurses’ payroll","Owing to these irregularities, Catherine Bitarakwate Musingwire, the permanent secretary in the ministry of Public Service has given the accounting officers of the affected districts to tender in an explanation not later than August 15.",,,,
OBS_GS_009759,The Observer,2023-04-27,Protecting investments through project agreements: Key contractual provisions to consider,"Moreover, expert determinations can be faster and less expensive than arbitration.",,,,
OBS_GS_012249,The Observer,2017-10-09,Bridge International publicist wrong on PPPs in education,"Still, the author deliberately leaves out the fact that private contractors especially BIA were allocated advantaged government schools with higher quality and quantity of teachers, better infrastructure, and those closer to roads than average Liberian schools.",,,,
OBS_GS_003080,The Observer,2024-04-20,"Byarugaba loses NSSF contract case against AG, minister Among","Through his lawyer Bazira, Byarugaba requested the court to invalidate Ayota’s appointment and issue a permanent injunction to prevent Ayota from acting as the MD of the fund.",,,,
OBS_GS_001392,The Observer,2017-03-13,"Lands minister to meet police, army over evictions","She also expects to meet with parliamentary groups, Resident District Commissioners (RDCs) and local council officials to educate them on issues to do with land eviction.",,,,
OBS_GS_004173,The Observer,2018-09-14,Oil project works lure Total E&P into training welders,"As Uganda nears the final stages of producing commercial oil and gets in line with supporting local content participation in the country, companies have started the process of training Ugandans for the different jobs.",,,,
OBS_GS_016295,The Observer,2017-01-20,Sseggona explains MPs’ probe into oil ‘handshake’,Parliament has started investigating the Shs 6bn presidential gift to 42 government officials who won $700m from a capital gains tax dispute with oil companies.,,,,
OBS_GS_023568,The Observer,2024-07-24,50 remanded to Luzira prison over anti-corruption protests,It is further alleged that the suspects conducted themselves in a manner likely to cause a breach of peace.,,,,
OBS_GS_006741,The Observer,2024-11-15,"Experts push contract farming to boost Africa food systems, farmers’ income","Contract farming can have drawbacks, such as making farmers less able to sell to alternative buyers when produce prices increase.",,,,
OBS_GS_018849,The Observer,2022-03-01,Pre-drilling works commence in Kingfisher Oil Development Area,“But you not only need to be a local company; you have to qualify and be able to prove that you can do quality work.,,,,
OBS_GS_002946,The Observer,2020-10-06,Addressing violence against children as schools reopen,"While we prepare the necessary infrastructure to ensure adherence to SOPs (hand-washing, mask-wearing and social distancing), we must also institute mechanisms for ensuring safety of children as schools reopen.",,,,
OBS_GS_022519,The Observer,2024-07-10,Contract farming could be the gamechanger for Uganda’s agriculture,Contract farming has the potential to increase participatory utilisation of our fertile arable lands and create more jobs to a demographically young population.,,,,
OBS_GS_021908,The Observer,2017-04-07,Mbidde: We are not scared of Nambooze,That is where the biggest issue is; they wonder what kind of businesses you do that fetch you all that money they claim you have.,,,,
OBS_GS_010820,The Observer,2024-03-20,KCCA committee recommends radical changes in accountability,The committee further accuses Bulega of fraudulent alterations in the project specifications and bills of quantities.,,,,
OBS_GS_014677,The Observer,2025-07-16,Harnessing digital infrastructure for service delivery,"This saves us from rogue, expensive and useless infrastructure that doesn’t deliver as intended.",,,,
OBS_GS_005673,The Observer,2024-10-19,Amuria district officials decline to commission school over shoddy works,"Besides the roof, the floor has cracks that we feel will widen as soon as the building is put into use,” Emabu explained.",,,,
OBS_GS_011923,The Observer,2021-03-21,"Atwine admits to diverting health funds, flouting procurement rules","If I’m buying equipment, ICU equipment to put in hospitals such that those who are badly off, who need oxygen get the oxygen, and the supplier or manufacturer says; sorry I cannot give you until you have paid 100% so that I manufacture.",,,,
OBS_GS_007426,The Observer,2017-11-30,PPDA suspends over 100 suppliers over forged documents,"This is according to records from the Public Procurement and disposal of Public Assets Authority, the principal regulator of public procurements.",,,,
OBS_GS_014491,The Observer,2018-12-11,The hollowness of Museveni’s anti corruption rhetoric,"Bureaucratic corruption, which happens mainly at the implementation phase of government policy, can be technically fixed through measures like improved technologically-powered systems that proof against individual manipulation.",,,,
OBS_GS_017964,The Observer,2018-04-18,Why FDC old guard abandoned Besigye,"By 2009, there was no clear database of the membership of FDC and its structural presence could barely be felt in more than 60 per cent of Uganda.",,,,
OBS_GS_007206,The Observer,2025-03-26,"Two years later, private schools lag in Information System compliance","Speaking at a project review meeting at Kabira Country Club in Kampala, Amuha noted that schools lack standardized reporting protocols without a formal policy and remain unaccountable.",,,,
OBS_GS_001005,The Observer,2023-10-04,Alternative dispute resolution: the Ugandan court experience,"Therefore, this book offers valuable insights into how mediation can not only resolve disputes but also preserve valuable business partnerships.",,,,
OBS_GS_005989,The Observer,2017-12-04,Katosi suspect Senkeeto again challenges corruption trial,"Senkeeto, who introduced himself as the country representative of Eutaw, and Isaac Mugote, a former Housing Finance bank employee, are accused of aiding Eutaw to forge a bid security document that helped the company win the contract.",,,,
OBS_GS_011389,The Observer,2024-09-18,Architects: Unqualified engineers killing Uganda’s construction sector,"The situation reflects systemic weaknesses in oversight mechanisms, where loopholes in regulatory frameworks allow for the continued involvement of unskilled personnel in highly technical projects.",,,,
OBS_GS_013151,The Observer,2025-11-12,How bungled Shs 86bn project caused sacking of Eswatini consul to Uganda,"“After failing to achieve the down payment, he was accused of not protecting Eswatini interests since it was his main mandate in the negotiations,” says a source close to the negotiations.",,,,
OBS_GS_010691,The Observer,2024-10-24,"Uganda Railways rules out electric trains, for now","Unlike the planned SGR project, which will be electric, all upgrades on the MGR will continue using diesel-powered trains.",,,,
OBS_GS_010043,The Observer,2019-03-07,Parliament secures UBC radio frequency,"Asked how parliament took over the frequency of UBC, Godfrey Mutabazi, the executive director of Uganda Communication Commission said there was no need for such questions since there is no dispute.",,,,
OBS_GS_006507,The Observer,2021-10-11,Controversy as KCCA disburses Shs 99m to “volunteer” city cleaners,Some of the group’s supervisors that URN previously interacted with accused the Saccos of failing at their job and that they (Seven Hill) were committed to scooping the contract.,,,,
OBS_GS_024114,The Observer,2019-01-30,How Nile Bridge was bungled up,The deadline for the project was also extended up to October 2018.,,,,
OBS_GS_005529,The Observer,2024-08-23,"Govt schools lag behind in Uneb literacy, numeracy assessment","The report highlighted various contributing factors, including inadequate infrastructure, lack of instructional materials, and low parental involvement in public education.",,,,
OBS_GS_000177,The Observer,2019-04-08,Closed old Jinja bridge safe for traffic diversions – Gen Katumba,He says that the sudden defects resulted from the lack of bonding between the waterproofing materials and asphalt used on the surface of the bridge.,,,,
OBS_GS_005373,The Observer,2024-12-21,Karuma bridge reopened after 3 months of repairs,"“At some point, you get only one or two customers to the pub, it was a struggle.",,,,
OBS_GS_024222,The Observer,2024-06-05,Good practices for managing safety and traffic flow during road construction,Gaps exceeding six metres allow pedestrians to access construction areas with limited prohibition.,,,,
OBS_GS_013458,The Observer,2025-01-19,"Mpigi expressway audit reveals mismanagement, overspending",This trend has seen many road projects either slow down or temporarily suspended by the contractors as they await the disbursement of funds by the government.,,,,
OBS_GS_000983,The Observer,2021-09-09,Fintechs create path for telecoms and banks to ease digital payments,"However, the intervention of fintechs could bridge that gap soon, writes FRANK KISAKYE.",,,,
OBS_GS_019847,The Observer,2020-09-16,"Isimba dam Chinese contractor, govt in $42m payment dispute","He said the outstanding balance is $42.3 million, which is under the defects liability period.",,,,
OBS_GS_010447,The Observer,2024-07-17,Lawyers probed over billions for cooperative compensation,"The committee, chaired by Mwine Mpaka, discovered that most payments for war loss compensation were not made directly to the beneficiary cooperatives but were instead funnelled through law firms.",,,,
OBS_GS_003602,The Observer,2017-01-11,"KCCA runs out of cash, fails to pay salaries, collect garbage",Other unfunded critical activities include road projects and constructing drainage systems.,,,,
OBS_GS_014719,The Observer,2024-02-07,The fight to save Njeru stock farm from encroachers,"WHY GOVT CANNOT RELOCATE NJERU STOCK FARM For starters, the farm hosts the nitrogen plant, whose production capacity of five litres per hour enables the continuous supply of animal semen for artificial insemination for the eastern and northeastern parts of the country.",,,,
OBS_GS_020197,The Observer,2017-07-18,Percentage of road users willing to pay for tolls drops,"Eng Dr Micheal Odongo, the Uganda Road Fund executive director, revealed that the poor records were hinged on a fact that most roads were narrow, had potholes, poor drainage system and were inadequately maintained.",,,,
OBS_GS_003897,The Observer,2021-09-25,Minister Nabakooba summons Dott Services over delayed works in Mbale city,"“The other complaint that we have as leaders, we don’t know how the procurement process is done but they gave us a contractor, Dott Services which has a very bad name here within the public.",,,,
OBS_GS_022644,The Observer,2023-08-13,MPs order law firm to account for Shs 39bn tea farmers’ compensation cash in five days,The committee is scrutinizing the report of the auditor general on the financial statements of Naads for the financial year 2021/2022.,,,,
OBS_GS_009123,The Observer,2021-08-30,Unra directors accused of collusion to stall Shs 400bn Muyembe road project,“Such loans [from IsDB) come with underlying strings attached on who to contract.,,,,
OBS_GS_000928,The Observer,2020-12-17,"URA, RippleNami kickoff the Rental Tax Compliance System (RTCS) project","The company (RippleNami) is already here, and they are having meetings with the different MDAs that will be providing the data.",,,,
OBS_GS_010755,The Observer,2024-02-07,Tororo-Gulu railway line incurs financial losses,"The Uganda Railways Corporation’s spokesperson, Linonn Ssengendo, refused to comment on the auditor general’s report, stating that the team has not yet fully reviewed the document.",,,,
OBS_GS_002115,The Observer,2025-03-24,Karuma bridge closed again for repairs,Karuma bridge was reopened to traffic on December 20 last year after undergoing three months of rehabilitation work.,,,,
OBS_GS_008198,The Observer,2017-04-24,Bridge schools submit 28 academies for licensing,"In between the deliberations, Bridge had also rushed to High court to block the impending closure.",,,,
OBS_GS_008287,The Observer,2022-09-06,Schools defy Janet on fees,"“The school is always undertaking mega construction projects yet the way materials and contractors are procured doesn’t comply with any procurement laws and regulations,” the MP said.",,,,
OBS_GS_005304,The Observer,2017-01-23,Education sector needs to be serious about unlicensed schools,"In the meantime, the education ministry should also invest heavily in inspection and the implementation of the regulations.",,,,
OBS_GS_022628,The Observer,2019-07-22,"Corruption: Kenya’s Finance minister, 27 others arrested","Some $180 million has already been paid out, with little construction to show for it.",,,,
OBS_GS_024044,The Observer,2017-08-04,UNFPA project offers teen mothers new life,"Joab Buyinza, the in-charge of Malongo health centre III, said because of the referral system, many teenagers now throng the clinic for services.",,,,
OBS_GS_000548,The Observer,2022-12-19,"Road accidents claim 163 lives, injured 573 others in 12 days",Traffic police spokesperson Faridah Nampiima said 81 people died in the six days between December 4 and December 10.,,,,
OBS_GS_014222,The Observer,2025-07-09,"Hey, the TukTuk water distributor in Kalagi also needs a govt bailout","Flanked by his lawyer and auditor, he refers back to the pandemic of five years ago, the closure of USAID, and the delay by the government to pay or compensate him.",,,,
OBS_GS_022024,The Observer,2022-06-07,Extend Value Added Tax payment across all sectors,Imagine as a small and medium enterprise having your invoices unpaid for five years!,,,,
OBS_GS_021244,The Observer,2024-07-31,‘MultiChoice Talent Factory unschooled and reschooled me in sound’,"This practice, he says, hampers the industry’s growth and innovation.",,,,
OBS_GS_007486,The Observer,2017-04-03,Bugiri sub-county gets first secondary school,“You welcomed the project with open hands; there is no donor who is going to bring their child to study from the school.,,,,
OBS_GS_020230,The Observer,2017-08-19,Power surge: How to secure compensation from Umeme,"According to ERA quality of service standards (QoSS) for customers, a technical complaints/queries investigated is supposed to be investigation within 5 to 7 working days, non-technical complaints/queries investigated within 30 working days and investigations involving a 3rd party completed within 60 working days.",,,,
OBS_GS_023294,The Observer,2019-08-13,How State House pushed Kadaga to authorize fresh probe on BOU,"The Katuntu report accused BOU officials of breach of the Bank of Uganda Act and the Financial Institutions Act during the closure of Teefe Trust bank, Cooperative bank, International Credit bank (ICB), Greenland bank, National Bank of Commerce, Gold Trust bank and Crane bank.",,,,
OBS_GS_003570,The Observer,2017-03-13,Schools hunt contractors over World Bank projects,Construction work at Uleppi SS began in 2011 and was supposed to be finished within a year.,,,,
OBS_GS_012231,The Observer,2020-02-05,Parliament halts new lower secondary school curriculum,"The process for procurement of textbooks from publishers is on-going and the books for senior one and two are expected to be supplied in July,” said Sseninde.",,,,
OBS_GS_003638,The Observer,2023-07-02,The Polish church built entirely by women in Masindi,"Craft workshops, a bakery, two brickyards, a power plant and a pumping station were also constructed.",,,,
OBS_GS_005666,The Observer,2024-07-10,Museveni to courts: No bail for corruption suspects,Those included the stealing of government money; taking bribes from the public to provide government services; misusing the procurement procedures to cheat the state; and corruptly handling personnel issues through nepotism and selling government jobs.,,,,
OBS_GS_008720,The Observer,2023-06-28,How disconnection of water disrupted hospital operations,"Patrick Ocailap, the deputy secretary to the Treasury, attributed the delay in payment to slow cash flows and a mismatch between demands and available resources.",,,,
OBS_GS_019709,The Observer,2025-03-26,Ugandan worker allegedly abandoned by UK company in Somalia,"Although her contract guaranteed compensation for mental trauma and other associated risks, Kaahwa says the company neither honoured this provision nor provided the necessary post-incident support.",,,,
OBS_GS_002440,The Observer,2020-01-03,Kitaka’s 2020 master plan for Kampala infrastructure,There were some really bad roads and we set a six-month programme that repaired Binaisa road in Mulago.,,,,
OBS_GS_019843,The Observer,2020-09-16,"Isimba dam Chinese contractor, govt in $42m payment dispute",We told the contractor that you’re free to access this retention money which is $14 million if you provide a retention money guarantee.,,,,
OBS_GS_016215,The Observer,2017-03-20,Phase out failing PPP schools – civil society,"Researchers found that most of the PPP schools sampled were of poor quality and lacked basic infrastructure, as well as instructional inputs like science laboratories and libraries.",,,,
OBS_GS_004477,The Observer,2023-10-19,Gabon govt threatens arrests over abandoned social projects,Nguema said on TV that an anti-corruption task force created by the military junta has a list of companies that received money from the former regime but never executed projects.,,,,
OBS_GS_012285,The Observer,2021-05-19,Will alternative dispute resolution regarding taxes prove cheaper,The courts have highlighted that taxes are ‘not contractual but statutory’ and should be determined by tax laws and not agreements between taxpayers and the government (or URA).,,,,
OBS_GS_009625,The Observer,2023-08-04,Anger as IGG grants Multiplex two-month extension after expiry of contract,"The Shs 21.722 billion project, which began in May 2021, was scheduled for completion within one year.",,,,
OBS_GS_002079,The Observer,2018-11-03,Shs 665m Akii-bua stadium money well spent – ministry,He also attached copies of audited payment vouchers on the letter detailing how the money was spent.,,,,
OBS_GS_014873,The Observer,2024-09-27,Karuma bridge should be rebuilt with tourism in mind,"The Jinja bridge is a landmark structure that could have brought in a lot of money if we had not, as usual, missed the chance.",,,,
OBS_GS_001253,The Observer,2021-03-04,Will KCCA’s new infrastructure campaign solve mess in the city?,"All these are going to have traffic signalized junctions, pedestrian walkways, closed drainage channels, marked lanes and solar street lights and the work on them is expected to be completed by June this year.",,,,
OBS_GS_021469,The Observer,2017-06-30,Will the masses stop the age-limit project?,"For one, there has been a steady and singular determination to have a firm grip on parliament through constituency gerrymandering and using state resources to win every possible parliamentary race and manufacture an outrageously large majority in the House.",,,,
OBS_GS_001497,The Observer,2023-04-19,Fruits give Nwoya youths hope but govt delaying to establish factory,Hundreds of other young women and men have benefited from the Delight for Youth project.,,,,
OBS_GS_004832,The Observer,2025-12-27,How Uganda can easily reduce the housing deficit,"Banks willing to lend the money would not give it to the individual as is usually the case; rather, a prequalified construction company that can deliver the house within the known cost of building it with a capped interest rate or profit.",,,,
OBS_GS_018626,The Observer,2025-05-02,Weight of abandoned hope crushes one-time drug harm reduction hero,Dust clings to unfinished reports.,,,,
OBS_GS_004754,The Observer,2021-11-29,PPDA tips local governments on open contracting,Bwanika also added that the presidential idea of deploying UPDF soldiers to do all government engineering work including building hospitals and schools will jeopardize their work of monitoring government projects in the district because they (leaders) have no authority to discipline soldiers in case there is any mismanagement of funds or shoddy work done.,,,,
OBS_GS_020146,The Observer,2025-02-04,"For Ugandan children, a commute to school has become a death sentence",Most of these road deaths are very much because of recklessness as they are about poor infrastructure planning.,,,,
OBS_GS_000466,The Observer,2022-02-28,KCCA loses over Shs 1bn in overpayments,"“We asked for the report to get accountability of expenditures on roads, drainage channels and other construction projects undertaken by KCCA.",,,,
OBS_GS_017492,The Observer,2019-04-03,"Nile bridge fails again, what next?","If it is indeed true UNRA went against the contractor’s wishes, then it is liable for the mess and the caused government losses.” Robert Kafeero Sekitoleko, the chairperson of parliament’s Physical Infrastructure committee, told The Observer yesterday that it will be a shame if there is poor workmanship but insisted there are no major repairs.",,,,
OBS_GS_023111,The Observer,2017-09-29,"Marriage to Chinese paved way for eviction of 1,400 in Mubende",Suuza: What kind of marriage did you contract?,,,,
OBS_GS_006722,The Observer,2024-11-15,"Experts push contract farming to boost Africa food systems, farmers’ income","This is why contract farming is so important, as it provides the framework for certainty and sustainability.",,,,
OBS_GS_009070,The Observer,2023-03-14,Let’s count our losses. Lubowa hospital needs to be buried,"To further assuage the fears, a joint venture (Special purpose vehicle) between Finasi and Roko Construction Ltd. (a local, reputable company) was formed.",,,,
OBS_GS_000926,The Observer,2020-12-17,"URA, RippleNami kickoff the Rental Tax Compliance System (RTCS) project","He also urged landlords who have previously not been complying and or not filing correct returns, to put their houses in order before the RTCS implicates them.",,,,
OBS_GS_011788,The Observer,2021-07-12,"UPDF in construction: Facts, logic and solutions","With UPDF clandestine expenditures, I am yet to tell how it will be audited.",,,,
OBS_GS_011629,The Observer,2020-01-02,Ugandans working abroad offer free treatment in Luweero,"According to Operation One Project Foundation executive director, Alex Ray Lubega, making a difference in the lives of the vulnerable especially children is the main purpose of their project.",,,,
OBS_GS_009416,The Observer,2018-09-03,Ibanda district wants parents punished over school feeding,The facilities were constructed by the Education ministry under the Uganda Teacher and School Effectiveness Project (UTSEP) with funding from the Global Partnership for Education (GPE).,,,,
OBS_GS_006609,The Observer,2021-11-08,Entebbe airport registers spike in passenger traffic in October,UCAA says this is the biggest number of passengers recorded at the airport in a month since the resumption of commercial passenger operations in October 2020.,,,,
OBS_GS_007496,The Observer,2017-07-19,How age limit bill can end up in parliament,"This week, a letter was posted on social media platforms calling local government political leaders for a meeting at Namboole stadium on July 22, under the auspices of the Uganda Local Governments Association (ULGA).",,,,
OBS_GS_004714,The Observer,2019-06-09,Haiti rocked by mass anti-corruption rallies,"Several audits have shown that much of Haiti’s PetroCaribe revenue (about $3.8 billion) disappeared, having been disbursed for government construction contracts on projects that were never finished.",,,,
OBS_GS_004826,The Observer,2025-12-27,How Uganda can easily reduce the housing deficit,"I have always given an example of Mpigi town, which is nearer to Kampala than Entebbe but a difficult place to commute due to poor infrastructure.",,,,
OBS_GS_001703,The Observer,2021-09-26,Kenya probes ‘suspicious’ death of 89 Kenyans in Saudi Arabia,Aluoch signed an employment contract for two years as a domestic worker to earn tuition fees for the remaining two years of her education.,,,,
OBS_GS_002253,The Observer,2018-09-28,Bujagali refinancing reduces cost of power for extra-large industries,A statement from the IFC noted: “This extension in tenor will reduce BEL’s annual debt servicing payments and make it possible for the company to reduce the cost of electricity produced by the hydropower plant over the next five years.,,,,
OBS_GS_011569,The Observer,2017-03-22,UEGCL doubts Karuma dam will operate at full capacity,"Also, officials from UEGCL say the contractor has gone against some of the specifications they agreed with the government of Uganda.",,,,
OBS_GS_021252,The Observer,2024-07-31,‘MultiChoice Talent Factory unschooled and reschooled me in sound’,He cites the Nabwisos – Eleanor and Mathew Nabwiso – whom he says are doing amazing work together and have since created a dream team.,,,,
OBS_GS_012798,The Observer,2022-06-25,MPs order Arua officials investigated for paying salary to 15 ghost staff,The audit report also queried the overpayment of a pensioner identified as James Afeku by the district amounting to over Shs 17 million.,,,,
OBS_GS_022251,The Observer,2017-03-20,Women prisoners need more support,"Having proven themselves, the rehabilitation officers saw potential in the women and classes at all levels kicked off, with Kigula and her counterparts teaching the rest of the women in the female wing of the prison.",,,,
OBS_GS_001117,The Observer,2025-06-25,Standard Gauge Railway’s promise for Uganda’s private sector,This could also ease supply-driven inflationary pressures and foster private sector stability and contributing to sustained economic growth.,,,,
OBS_GS_003834,The Observer,2025-03-28,NSSF contractors to share Shs 827bn procurement budget next FY,"“If all suppliers refuse to engage in corruption, the system will change.",,,,
OBS_GS_022022,The Observer,2022-06-07,Extend Value Added Tax payment across all sectors,"Usually, upon signing of a contract or receiving the purchase order, government expects you to deliver and then invoice even though there are some cases where a certain small percentage is processed upon signing the contract or receiving the purchase order.",,,,
OBS_GS_003984,The Observer,2020-02-27,Cost of China-built railway haunts Kenya,"“In regards to the ongoing developments I have just highlighted, I would like to say that the future of the railway sector in Kenya is defined, poised to be better.",,,,
OBS_GS_022372,The Observer,2017-02-10,"Oil cash probe: Clerks earned millions filing papers, photocopying",Some government beneficiaries on Uganda Revenue Authority’s (URA) team during the tax arbitration case against Heritage Oil and Gas simply did photocopying documents and filing of court statements.,,,,
OBS_GS_020228,The Observer,2017-08-19,Power surge: How to secure compensation from Umeme,"In accordance with section 79 (3) of the Act, ERA is required to handle complaints made by electricity consumers in relation to services provided by electricity companies.",,,,
OBS_GS_019842,The Observer,2020-09-16,"Isimba dam Chinese contractor, govt in $42m payment dispute","“He’s now facing a challenge because he has to do a new bridge, so he has to spend extra money – may be on the foundations of the concrete and things like that…When the contractor started a new bridge and expressed that he had cash flow problems, we said the contract allows that we can actually advance you money.",,,,
OBS_GS_003141,The Observer,2020-04-10,KCCA speaker: Why FDC lost,How do you call for teamwork with the technical team before you bridge the gap with the political team?,,,,
OBS_GS_006359,The Observer,2024-02-07,‘For the Bible tells me so’ – Judge Sebutinde & the S.Africa-Israel dispute: Part II,"One hopes that when these questions arise – particularly before the Judicial branch – that the Judges look to the law – constitutional, statutory, common, and where applicable, international – and resolve the questions before them as per their judicial oath.",,,,
OBS_GS_003616,The Observer,2017-02-08,It’s a shame for schools to banish ‘weak’ students to ‘poor schools’,"When schools commit themselves to educate children, there is an unwritten contract that they must carry them through unless they, the children, do something very destructive or are so next to morons that they need no chance whatsoever.",,,,
OBS_GS_013018,The Observer,2024-04-20,World Cup: Fufa pleads with Caf over Namboole stadium,Kiiza said the major hindrance is the floodlights.,,,,
OBS_GS_004316,The Observer,2017-06-06,Magogo’s 2019 project set to face litmus test,"Much as it was the first title for Jinja SS, the result was not entirely an upset sim- ply because they had a sizeable number of players with top-level experience with top-flight Jinja-Kirinya FC.",,,,
OBS_GS_007824,The Observer,2018-05-03,AG gives green light to SGS vehicle inspection contract,"We agree with the observation by the majority report that having been cleared by the attorney general, the contract is valid,” Rukutana said.",,,,
OBS_GS_013895,The Observer,2023-07-14,"FEMNET launches girl empowerment & skills dev’t project for Uganda, Kenya","Are there facilities that will enable them to be mothers and still gain their skills in those institutions,” said Nzioka.",,,,
OBS_GS_020819,The Observer,2024-07-10,"Oulanyah, Otto, MPs implicated in cooperative funds scandal",Shs 5.5 billion had been verified for compensation for East Acholi Cooperative.,,,,
OBS_GS_013459,The Observer,2025-01-19,"Mpigi expressway audit reveals mismanagement, overspending","For example, under the Integrated Transport Infrastructure and Services (ITIS) programme, as of June 30, 2024, arrears amounting to Shs 798.97 billion remained unpaid for road and bridge construction projects.",,,,
OBS_GS_011748,The Observer,2017-08-21,Govt starts verification of Bridge teachers,"“We will be submitting more original teacher certificates to your office in the coming days for verification until this exercise is complete,” reads the letter.",,,,
OBS_GS_012488,The Observer,2021-01-06,KCCA rues stadium delays hosts Caf tie at Kitende,"Muhoozi said the first phase of the development will be addressing those issues, and she remains optimistic that something will be on the ground by the end of this year.",,,,
OBS_GS_017350,The Observer,2023-01-24,Does Uganda need Standard Gauge Railway now?,"On road, the same load would cost between Kshs 64,000 ($576) and Kshs 85,000 ($765), signaling that a similar scenario is bound to play out in Uganda and the SGR will struggle to get customers; worse still, sweat blood to pay its own operational costs.",,,,
OBS_GS_006255,The Observer,2018-04-30,Striking workers block Kaiso-Tonya road,"Liu Lei, the project manager Shandong, told URN that his office paid Shs 40 million to the sub-contractor, Fred Katumba to clear the workers’ pay and wonders why he didn’t pay them.",,,,
OBS_GS_018348,The Observer,2025-01-15,Four-year delay in Shs 55bn road project sparks outrage,"He dismissed calls for accountability, adding, “I’m not apologetic at all.” DELAYS AND ALLEGATIONS The project, which began in May 2021, was scheduled for completion in May 2022.",,,,
